unique_key,created_date,complaint_type,descriptor,borough,latitude,longitude,status,closed_date,severity,month,weather,impact,complaints,accessibility,priority_score,priority_tier
68829717,2026-04-29 16:48:18,Street Condition,Pothole,Queens,40.74100954676229,-73.90057024365116,Closed,2026-04-29T16:48:18.000,3.17,4,1.25,1.29,0.92,1.06,7.23,High
68833782,2026-04-29 16:48:00,Street Light Condition,Street Light Out,Bronx,40.82950204956264,-73.88805463039175,Open,,1.0,4,1.24,1.8,0.21,0.85,4.1,Medium
68826359,2026-04-29 16:47:12,Street Condition,Failed Street Repair,Staten Island,40.55732760173593,-74.13059510744725,In Progress,,2.95,4,1.27,1.12,1.95,1.77,8.59,High
68831534,2026-04-29 16:42:24,Street Condition,Pothole,Brooklyn,40.66841416631062,-73.9016661634332,Open,,3.12,4,1.26,1.36,0.43,0.84,6.56,High
68831097,2026-04-29 16:42:00,Street Light Condition,Street Light Out,Bronx,40.82518250161087,-73.8887122804932,Open,,1.09,4,1.22,1.26,0.46,0.95,4.0,Medium
68824993,2026-04-29 16:41:36,Sidewalk Condition,Broken Sidewalk,Queens,40.73935463428239,-73.70508445399807,In Progress,,2.22,4,1.13,1.29,0.95,0.98,5.73,Medium
68834173,2026-04-29 16:40:46,Street Condition,Pothole,Queens,40.698402368705786,-73.75793682728242,Open,,3.25,4,1.23,1.0,0.97,0.73,6.7,High
68825681,2026-04-29 16:33:53,Street Condition,Pothole,Staten Island,40.53336160269037,-74.18859699207627,Closed,2026-04-29T16:33:53.000,3.17,4,1.28,0.85,2.0,1.11,8.02,High
68830436,2026-04-29 16:30:55,Street Condition,Plate Condition - Noisy,Brooklyn,40.69712513565379,-73.99316967442259,In Progress,,2.68,4,1.23,2.12,0.32,0.65,6.39,Medium
68828388,2026-04-29 16:27:46,Street Condition,Pothole,Staten Island,40.55095329146387,-74.17641203443083,Open,,2.98,4,1.28,1.08,2.0,1.34,8.23,High
68827693,2026-04-29 16:26:13,Street Condition,Blocked - Construction,Bronx,40.83244759678283,-73.88853751503045,Closed,2026-04-30T12:13:32.000,3.08,4,1.3,0.72,0.3,1.58,6.6,High
68829730,2026-04-29 16:25:00,Street Light Condition,Street Light Out,Staten Island,40.5903512018884,-74.0964150181199,Open,,1.0,4,1.17,1.71,1.9,0.96,5.74,Medium
68832423,2026-04-29 16:24:28,Street Condition,Pothole,Staten Island,40.51532076007916,-74.24483132893606,Open,,2.63,4,1.24,1.41,1.94,0.5,7.11,High
68831746,2026-04-29 16:23:57,Sidewalk Condition,Blocked - Construction,Brooklyn,40.675912415344776,-73.89490986850322,Closed,2026-05-01T13:50:30.000,1.78,4,1.21,1.11,0.21,0.86,4.33,Medium
68834363,2026-04-29 16:22:04,Sidewalk Condition,Broken Sidewalk,Brooklyn,40.62337585278582,-73.99885086255654,In Progress,,1.96,4,1.19,1.62,0.21,1.12,5.28,Medium
68825008,2026-04-29 16:18:04,Street Condition,Defective Hardware,Manhattan,40.74084931675424,-74.0030060164078,Closed,2026-04-30T16:41:35.000,2.93,4,1.15,1.6,0.0,0.54,5.51,Medium
68833777,2026-04-29 16:18:00,Street Light Condition,Street Light Out,Queens,40.710416647690494,-73.80273575722615,Open,,1.0,4,1.15,1.84,0.89,0.69,4.57,Medium
68826352,2026-04-29 16:17:46,Street Condition,Cave-in,Queens,40.68404390311287,-73.86245393205552,Closed,2026-05-04T08:16:15.000,3.26,4,1.14,1.31,0.87,1.31,7.21,High
68826356,2026-04-29 16:14:14,Street Condition,Defective Hardware,Manhattan,40.79770178009685,-73.95115114536263,Closed,2026-05-04T08:23:34.000,3.34,4,1.23,1.96,0.02,0.95,7.04,High
68824995,2026-04-29 16:13:45,Sidewalk Condition,Broken Sidewalk,Brooklyn,40.62908993088,-74.01155360287923,In Progress,,1.76,4,1.13,1.71,0.4,1.14,5.24,Medium
68833754,2026-04-29 16:13:00,Street Light Condition,Fixture/Luminaire Door Open,Queens,40.72603987682172,-73.71828688709569,Closed,2026-04-29T19:41:00.000,1.34,4,1.19,0.76,0.82,1.16,4.33,Medium
68829042,2026-04-29 16:12:34,Sidewalk Condition,Cellar Door Defective,Bronx,40.83537794345686,-73.88472005363937,In Progress,,1.61,4,1.2,2.3,0.29,1.25,5.77,Medium
68844567,2026-04-29 16:12:22,Street Condition,Pothole,Brooklyn,40.64966928621234,-73.95236227244426,Closed,2026-04-30T09:10:00.000,3.34,4,1.19,2.13,0.34,1.08,7.52,High
68837788,2026-04-29 16:11:24,Street Condition,Pothole,Brooklyn,40.625246538498615,-73.92272463512535,Closed,2026-04-30T07:38:00.000,3.36,4,1.27,1.43,0.2,1.24,7.14,High
68826263,2026-04-29 16:07:24,Street Condition,Dumpster - Construction Waste,Queens,40.74391428064872,-73.91163419400714,In Progress,,2.61,4,1.19,1.6,0.86,1.24,6.81,High
68830397,2026-04-29 16:06:47,Sidewalk Condition,Sidewalk Violation,Queens,40.66390280827245,-73.83728555110804,Closed,2026-05-01T13:22:31.000,2.21,4,1.12,1.99,0.92,1.15,6.54,High
68824798,2026-04-29 16:05:42,Street Condition,Pothole,Brooklyn,40.62856535018501,-74.02897564670356,Open,,3.38,4,1.3,1.83,0.26,1.54,8.02,High
68826341,2026-04-29 16:04:47,Sidewalk Condition,Broken Sidewalk,Manhattan,40.71760352610658,-74.01066709526035,In Progress,,2.32,4,1.27,2.78,0.11,0.91,6.75,High
68831535,2026-04-29 16:04:18,Street Condition,Pothole,Brooklyn,40.63347553689002,-74.02991452151254,Open,,3.38,4,1.23,3.0,0.26,0.7,8.12,High
68824304,2026-04-29 16:03:09,Street Condition,Pothole,Bronx,40.86543029648311,-73.86736090787606,Closed,2026-04-29T16:03:09.000,3.04,4,1.25,1.54,0.31,1.63,7.28,High
68835118,2026-04-29 16:00:55,Street Condition,Pothole,Brooklyn,40.73019885741805,-73.9542458544055,Closed,2026-04-30T15:35:00.000,2.66,4,1.13,1.51,0.44,1.03,5.99,Medium
68843206,2026-04-29 15:59:59,Street Condition,Pothole,Brooklyn,40.73046396729272,-73.95148186680561,Closed,2026-04-30T15:20:00.000,3.28,4,1.25,1.31,0.4,0.87,6.68,High
68829052,2026-04-29 15:59:24,Sidewalk Condition,Sidewalk Violation,Brooklyn,40.683954283624736,-73.91816764879238,Closed,2026-05-01T12:35:32.000,2.09,4,1.14,0.69,0.35,1.31,4.73,Medium
68840526,2026-04-29 15:59:16,Street Condition,Pothole,Brooklyn,40.72705989643707,-73.95694312348782,Closed,2026-04-30T15:05:00.000,3.09,4,1.2,2.42,0.37,1.21,7.71,High
68835119,2026-04-29 15:56:09,Street Condition,Pothole,Brooklyn,40.72309163576606,-73.95874232286737,Closed,2026-04-30T14:35:00.000,2.93,4,1.14,1.62,0.21,0.72,5.89,Medium
68829038,2026-04-29 15:55:36,Sidewalk Condition,Broken Sidewalk,Brooklyn,40.71021905609057,-73.96853248852442,In Progress,,2.06,4,1.25,2.24,0.39,1.3,6.5,High
68835120,2026-04-29 15:55:36,Street Condition,Pothole,Brooklyn,40.72032045801591,-73.96172026873211,Closed,2026-04-30T14:20:00.000,2.72,4,1.15,2.34,0.36,1.66,7.49,High
68827687,2026-04-29 15:55:10,Sidewalk Condition,Sidewalk Violation,Staten Island,40.60745017668405,-74.13086602494145,In Progress,,2.19,4,1.15,0.66,1.88,1.1,6.16,Medium
68844568,2026-04-29 15:54:56,Street Condition,Pothole,Brooklyn,40.71866868836264,-73.96349248152423,Closed,2026-04-30T14:05:00.000,2.66,4,1.12,1.33,0.22,1.02,5.55,Medium
68831795,2026-04-29 15:54:55,Street Condition,Plate Condition - Noisy,Bronx,40.84566751269749,-73.91610370963573,Closed,2026-04-30T09:48:08.000,3.18,4,1.24,2.47,0.45,0.8,7.66,High
68836423,2026-04-29 15:54:16,Street Condition,Pothole,Brooklyn,40.71392683926784,-73.96713474941903,Closed,2026-04-30T13:50:00.000,3.28,4,1.16,1.76,0.23,1.72,7.51,High
68826259,2026-04-29 15:54:02,Sidewalk Condition,Broken Sidewalk,Manhattan,40.81015464742877,-73.94515261084412,In Progress,,1.98,4,1.2,1.67,0.12,0.74,4.91,Medium
68837790,2026-04-29 15:53:33,Street Condition,Pothole,Brooklyn,40.7026233352567,-73.96520358085976,Closed,2026-04-30T13:30:00.000,3.01,4,1.17,1.28,0.26,0.68,5.74,Medium
68843207,2026-04-29 15:53:03,Street Condition,Pothole,Brooklyn,40.69970376121759,-73.98046393610078,Closed,2026-04-30T12:25:00.000,2.85,4,1.25,1.73,0.3,1.13,6.72,High
68835122,2026-04-29 15:51:53,Street Condition,Pothole,Brooklyn,40.62597546361999,-73.97623462356883,Closed,2026-04-30T12:45:00.000,3.38,4,1.15,2.55,0.35,1.4,8.19,High
68831763,2026-04-29 15:51:13,Street Condition,Cave-in,Brooklyn,40.63793064276384,-73.96187562469974,Closed,2026-04-30T13:01:37.000,3.19,4,1.29,2.14,0.37,1.47,8.1,High
68843208,2026-04-29 15:50:56,Street Condition,Pothole,Brooklyn,40.61402964427997,-73.97399495034388,Closed,2026-04-30T10:35:00.000,2.9,4,1.16,1.89,0.33,0.9,6.48,Medium
68829049,2026-04-29 15:48:14,Sidewalk Condition,Sidewalk Violation,Brooklyn,40.60240281127136,-73.99577581568333,Closed,2026-05-01T12:32:33.000,1.74,4,1.12,2.59,0.28,1.07,5.89,Medium
68828446,2026-04-29 15:48:00,Street Light Condition,Street Light Out,Queens,40.76408387781392,-73.83335145847988,Open,,1.0,4,1.15,2.2,0.84,1.0,5.19,Medium
68837791,2026-04-29 15:37:22,Street Condition,Pothole,Brooklyn,40.65862966930307,-74.00704263697484,Closed,2026-04-30T13:55:00.000,2.97,4,1.11,1.97,0.39,1.39,7.05,High
68824343,2026-04-29 15:37:00,Street Light Condition,Lamppost Base Door/Cover Damaged,Staten Island,40.56066370441298,-74.1804216996512,Open,,1.35,4,1.19,2.59,1.97,1.18,7.35,High
68841896,2026-04-29 15:36:55,Street Condition,Pothole,Brooklyn,40.61991365544362,-73.92309462381861,Closed,2026-04-30T11:00:00.000,3.19,4,1.15,1.68,0.34,1.18,6.87,High
68833084,2026-04-29 15:33:00,Street Condition,Cave-in,Queens,40.73716741252909,-73.85899921833276,Closed,2026-05-01T07:47:12.000,2.77,4,1.28,2.05,0.8,1.27,7.67,High
68828397,2026-04-29 15:22:39,Street Condition,Pothole,Queens,40.75827569385723,-73.93335220513019,Closed,2026-04-29T19:35:00.000,3.29,4,1.2,1.3,0.79,0.59,6.63,High
68839153,2026-04-29 15:22:38,Street Condition,Pothole,Brooklyn,40.63257756061921,-74.01904444552086,Closed,2026-04-30T16:12:00.000,2.9,4,1.15,2.25,0.27,1.23,7.08,High
68831748,2026-04-29 15:21:42,Sidewalk Condition,Broken Sidewalk,Brooklyn,40.70364514521661,-73.9591546962191,In Progress,,2.28,4,1.19,1.68,0.25,1.17,5.81,Medium
68827681,2026-04-29 15:20:40,Sidewalk Condition,Broken Sidewalk,Queens,40.772261094681205,-73.925900853682,In Progress,,1.79,4,1.14,1.73,0.92,0.98,5.67,Medium
68827488,2026-04-29 15:17:05,Street Condition,Pothole,Queens,40.72289936594357,-73.91384832022285,Pending,,3.09,4,1.14,2.7,0.99,0.93,8.14,High
68834362,2026-04-29 15:15:48,Sidewalk Condition,Broken Sidewalk,Bronx,40.88671920594524,-73.90454393510552,In Progress,,2.34,4,1.16,2.08,0.17,1.34,6.3,Medium
68830389,2026-04-29 15:14:57,Sidewalk Condition,Broken Sidewalk,Queens,40.6764444878108,-73.82293876219171,Closed,2026-05-04T14:56:38.000,1.81,4,1.12,1.74,0.75,0.83,5.35,Medium
68833116,2026-04-29 15:14:26,Street Condition,Plate Condition - Noisy,Queens,40.748678421437496,-73.89444499969936,Closed,2026-05-01T11:26:28.000,3.15,4,1.14,1.11,0.98,1.82,7.5,High
68824319,2026-04-29 15:14:00,Street Condition,Pothole,Queens,40.72609830306609,-73.91942555346964,Closed,2026-04-29T20:15:00.000,3.39,4,1.29,1.59,0.79,1.41,8.16,High
68830401,2026-04-29 15:13:19,Street Condition,Cave-in,Brooklyn,40.59936163191556,-73.99776376898691,In Progress,,2.72,4,1.23,1.3,0.3,1.43,6.38,Medium
68824320,2026-04-29 15:12:10,Street Condition,Pothole,Queens,40.72621434011151,-73.92051499056612,Closed,2026-04-29T15:12:10.000,2.67,4,1.28,1.94,0.89,0.84,7.09,High
68826337,2026-04-29 15:11:54,Sidewalk Condition,Broken Sidewalk,Bronx,40.88662049295721,-73.90465980734292,In Progress,,2.14,4,1.15,2.03,0.27,1.01,5.77,Medium
68824321,2026-04-29 15:11:48,Street Condition,Pothole,Queens,40.72621434011151,-73.92051499056612,Closed,2026-04-29T20:17:00.000,2.87,4,1.27,1.41,0.84,0.94,6.83,High
68834400,2026-04-29 15:10:48,Sidewalk Condition,Broken Sidewalk,Queens,40.720645478669056,-73.76030558841421,In Progress,,1.66,4,1.17,2.33,0.96,1.03,6.26,Medium
68827694,2026-04-29 15:08:50,Street Condition,Blocked - Construction,Brooklyn,40.675912415344776,-73.89490986850322,Closed,2026-05-04T10:33:21.000,2.98,4,1.13,2.56,0.35,0.67,6.95,High
68828393,2026-04-29 15:06:38,Street Condition,Pothole,Staten Island,40.60018338355403,-74.06463904082321,Closed,2026-04-29T15:06:38.000,3.2,4,1.26,1.27,2.0,1.14,8.44,High
68827691,2026-04-29 15:05:04,Street Condition,Blocked - Construction,Queens,40.69439418849152,-73.75239788853081,Closed,2026-04-30T15:31:56.000,2.83,4,1.11,1.78,0.76,1.32,7.0,High
68826336,2026-04-29 15:03:36,Sidewalk Condition,Broken Sidewalk,Queens,40.605857312370304,-73.74450069242495,In Progress,,1.87,4,1.18,1.21,0.77,0.33,4.52,Medium
68831054,2026-04-29 14:56:39,Street Condition,Pothole,Queens,40.77215050644078,-73.92899144535951,Closed,2026-04-29T16:00:00.000,3.28,4,1.26,1.36,0.96,0.73,7.18,High
68835110,2026-04-29 14:55:42,Street Condition,Pothole,Queens,40.668057153610526,-73.78326569638669,Closed,2026-04-30T08:40:00.000,3.02,4,1.22,0.96,0.97,1.37,6.98,High
68830393,2026-04-29 14:55:23,Sidewalk Condition,Sidewalk Violation,Queens,40.77697314731352,-73.74733562869652,Closed,2026-05-01T13:21:40.000,2.27,4,1.2,1.26,0.93,1.11,6.02,Medium
68832884,2026-04-29 14:55:03,Street Condition,Pothole,Queens,40.675314713934526,-73.84056721182583,Closed,2026-05-04T13:00:00.000,2.96,4,1.17,1.45,0.73,0.74,6.38,Medium
68833728,2026-04-29 14:54:35,Street Condition,Pothole,Bronx,40.86543029648311,-73.86736090787606,Closed,2026-04-29T14:54:35.000,3.36,4,1.12,0.77,0.41,1.52,6.46,Medium
68824371,2026-04-29 14:52:00,Street Light Condition,Street Light Out,Queens,40.7744491115602,-73.91845359822338,Open,,1.12,4,1.3,1.79,0.7,0.82,4.77,Medium
68826129,2026-04-29 14:50:30,Street Condition,Pothole,Brooklyn,40.65626131988412,-73.9501590714846,Open,,2.69,4,1.13,2.31,0.36,1.03,6.74,High
68831092,2026-04-29 14:50:00,Street Light Condition,Street Light Out,Queens,40.77992691208274,-73.91747558928796,Open,,1.31,4,1.15,1.5,0.89,0.66,4.56,Medium
68832116,2026-04-29 14:48:08,Street Condition,Blocked - Construction,Bronx,40.88663119312822,-73.86110532206568,Closed,2026-04-29T16:07:21.000,2.99,4,1.15,0.25,0.29,1.31,5.29,Medium
68840519,2026-04-29 14:47:18,Street Condition,Pothole,Queens,40.7627680568044,-73.88666870496895,Closed,2026-04-30T09:22:00.000,2.71,4,1.28,1.37,0.83,1.31,6.98,High
68829712,2026-04-29 14:47:06,Street Condition,Pothole,Bronx,40.86549005488802,-73.86446121304567,Closed,2026-04-29T14:47:06.000,2.72,4,1.25,0.9,0.38,1.16,5.84,Medium
68830753,2026-04-29 14:46:11,Street Condition,Blocked - Construction,Bronx,40.886765595512855,-73.86103270949154,Closed,2026-04-29T16:08:01.000,3.15,4,1.19,1.3,0.43,1.49,6.97,High
68827682,2026-04-29 14:46:00,Sidewalk Condition,Broken Sidewalk,Manhattan,40.72907161420538,-74.00101746315055,In Progress,,1.64,4,1.29,2.73,0.0,0.89,5.74,Medium
68839154,2026-04-29 14:45:49,Street Condition,Pothole,Brooklyn,40.68730841320226,-73.9181923786398,Closed,2026-04-30T14:22:00.000,2.83,4,1.11,0.58,0.22,1.42,5.36,Medium
68833077,2026-04-29 14:45:36,Sidewalk Condition,Sidewalk Violation,Manhattan,40.74860245946602,-73.97136553391127,In Progress,,1.71,4,1.28,1.59,0.04,0.76,4.58,Medium
68830754,2026-04-29 14:44:18,Street Condition,Blocked - Construction,Bronx,40.88663119312822,-73.86110532206568,Closed,2026-04-29T16:08:38.000,2.95,4,1.11,2.01,0.23,1.77,7.28,High
68831046,2026-04-29 14:43:05,Street Condition,Pothole,Staten Island,40.579251607117456,-74.07780173780797,Closed,2026-04-29T14:43:05.000,2.93,4,1.18,0.85,1.91,1.2,7.42,High
68830752,2026-04-29 14:42:35,Street Condition,Blocked - Construction,Bronx,40.88649679069457,-73.86117793434622,Closed,2026-04-29T16:09:17.000,3.02,4,1.11,1.21,0.22,1.37,6.15,Medium
68830177,2026-04-29 14:40:03,Street Condition,Pothole,Bronx,40.87958100767239,-73.87899129583796,Closed,2026-05-02T14:10:00.000,2.82,4,1.3,2.62,0.22,1.38,7.89,High
68841899,2026-04-29 14:39:28,Street Condition,Pothole,Brooklyn,40.6880037376998,-73.91946437463416,Closed,2026-04-30T14:10:00.000,2.63,4,1.28,1.99,0.32,0.96,6.64,High
68837793,2026-04-29 14:38:50,Street Condition,Pothole,Brooklyn,40.68900401466968,-73.92116873768026,Closed,2026-04-30T13:52:00.000,3.09,4,1.22,2.27,0.47,0.94,7.45,High
68833082,2026-04-29 14:35:43,Street Condition,Cave-in,Queens,40.63587855759823,-73.7401954578059,Closed,2026-05-01T11:25:11.000,2.9,4,1.14,1.75,0.94,1.08,7.08,High
68824368,2026-04-29 14:35:00,Street Light Condition,Street Light Out,Staten Island,40.63153563214597,-74.15924533695188,Open,,1.12,4,1.16,1.28,2.0,0.64,5.22,Medium
68825688,2026-04-29 14:29:54,Street Condition,Pothole,Queens,40.69821046214069,-73.75287778797606,Closed,2026-04-29T21:45:00.000,2.69,4,1.19,2.13,0.71,0.82,6.86,High
68833094,2026-04-29 14:25:29,Street Condition,"Rough, Pitted or Cracked Roads",Queens,40.57399593640401,-73.85277790206696,Closed,2026-04-30T08:43:47.000,2.61,4,1.16,2.45,0.89,0.72,7.09,High
68833072,2026-04-29 14:22:24,Sidewalk Condition,Defective Hardware,Bronx,40.80855572705294,-73.9232956888452,Closed,2026-04-30T09:43:46.000,1.8,4,1.1,0.76,0.3,1.47,4.51,Medium
68832451,2026-04-29 14:20:00,Street Light Condition,Street Light Out,Queens,40.77055498326766,-73.78471921559881,Open,,1.0,4,1.23,1.48,0.92,1.18,4.81,Medium
68824994,2026-04-29 14:19:57,Sidewalk Condition,Broken Sidewalk,Brooklyn,40.71434485048467,-73.96093371754641,In Progress,,1.92,4,1.22,1.78,0.33,1.48,5.93,Medium
68841900,2026-04-29 14:18:16,Street Condition,Pothole,Brooklyn,40.69260383163042,-73.92750752930546,Closed,2026-04-30T13:32:00.000,3.25,4,1.28,1.59,0.38,1.0,7.13,High
68843210,2026-04-29 14:17:16,Street Condition,Pothole,Brooklyn,40.69301324508921,-73.92821387493109,Closed,2026-04-30T13:15:00.000,2.9,4,1.2,2.29,0.24,0.86,6.87,High
68840528,2026-04-29 14:16:43,Street Condition,Pothole,Brooklyn,40.699401351324894,-73.93956361509126,Closed,2026-04-30T12:13:00.000,3.02,4,1.17,1.93,0.43,0.66,6.55,High
68836427,2026-04-29 14:15:26,Street Condition,Pothole,Brooklyn,40.70209908961391,-73.94427495166211,Closed,2026-04-30T11:56:00.000,3.07,4,1.2,2.76,0.41,1.18,8.03,High
68836428,2026-04-29 14:14:53,Street Condition,Pothole,Brooklyn,40.71046239480129,-73.96524637994908,Closed,2026-04-30T11:45:00.000,2.62,4,1.14,2.35,0.29,1.52,7.15,High
68824372,2026-04-29 14:14:00,Street Light Condition,Street Light Out,Queens,40.71728932008531,-73.7673340524637,Open,,1.01,4,1.23,2.18,0.98,0.98,5.38,Medium
68828423,2026-04-29 14:14:00,Street Light Condition,Street Light Out,Brooklyn,40.62648299563217,-73.94389498137596,Open,,1.0,4,1.25,1.2,0.23,1.11,3.79,Low
68827706,2026-04-29 14:13:14,Street Condition,"Rough, Pitted or Cracked Roads",Manhattan,40.76948307211895,-73.95786518258946,Closed,2026-04-30T06:26:29.000,2.94,4,1.13,1.6,0.0,0.9,5.82,Medium
68837794,2026-04-29 14:13:10,Street Condition,Pothole,Brooklyn,40.70769245232447,-73.95584832461665,Closed,2026-04-30T11:35:00.000,2.68,4,1.16,1.44,0.41,1.18,6.14,Medium
68831523,2026-04-29 14:12:48,Street Condition,Pothole,Bronx,40.85638377017416,-73.84738835024828,Open,,3.23,4,1.27,2.26,0.34,1.6,8.3,High
68837795,2026-04-29 14:12:33,Street Condition,Pothole,Brooklyn,40.70311826981655,-73.94610626340418,Closed,2026-04-30T10:25:00.000,3.35,4,1.2,1.32,0.21,1.68,7.23,High
68839155,2026-04-29 14:11:51,Street Condition,Pothole,Brooklyn,40.7019314908007,-73.94392886226127,Closed,2026-04-30T10:15:00.000,2.62,4,1.21,1.33,0.23,1.25,5.98,Medium
68828863,2026-04-29 14:09:23,Street Condition,Pothole,Queens,40.72593012581952,-73.91836504690293,Pending,,3.08,4,1.24,0.94,0.73,1.17,6.66,High
68827685,2026-04-29 14:05:48,Sidewalk Condition,Dumpster - Construction Waste,Brooklyn,40.60876693125677,-73.94154727014255,Closed,2026-04-30T12:08:02.000,2.21,4,1.22,3.0,0.23,1.03,6.96,High
68826345,2026-04-29 14:03:59,Sidewalk Condition,Sidewalk Violation,Manhattan,40.74452483639782,-73.97607324304762,In Progress,,1.83,4,1.11,1.93,0.0,0.87,4.83,Medium
68830415,2026-04-29 13:59:43,Street Condition,Failed Street Repair,Queens,40.76125998809091,-73.76986252313851,Closed,2026-05-04T08:11:19.000,3.23,4,1.26,1.76,0.71,0.96,7.5,High
68834365,2026-04-29 13:56:30,Sidewalk Condition,Sidewalk Violation,Brooklyn,40.62810980998431,-73.96193527322819,In Progress,,2.11,4,1.28,1.23,0.34,0.99,5.26,Medium
68839156,2026-04-29 13:55:33,Street Condition,Pothole,Brooklyn,40.60612244327269,-73.96564642778927,Closed,2026-04-30T08:48:00.000,3.34,4,1.11,2.28,0.36,1.14,7.49,High
68828858,2026-04-29 13:54:25,Street Condition,Pothole,Queens,40.76766622966839,-73.79921238054796,Open,,3.38,4,1.12,0.61,0.91,1.19,6.5,High
68833076,2026-04-29 13:51:42,Sidewalk Condition,Sidewalk Violation,Manhattan,40.74446994964321,-73.97611296021292,In Progress,,1.63,4,1.24,1.51,0.13,0.92,4.58,Medium
68830178,2026-04-29 13:50:57,Street Condition,Pothole,Bronx,40.83396523439109,-73.86289203458179,Open,,2.96,4,1.22,1.23,0.18,1.22,6.24,Medium
68829054,2026-04-29 13:45:32,Sidewalk Condition,Sidewalk Violation,Brooklyn,40.62810980998431,-73.96193527322819,Closed,2026-05-01T12:30:13.000,2.04,4,1.18,1.91,0.19,1.14,5.65,Medium
68824784,2026-04-29 13:44:45,Street Condition,Pothole,Bronx,40.89702383712563,-73.89935662033335,Open,,2.72,4,1.21,1.2,0.2,1.01,5.7,Medium
68831754,2026-04-29 13:44:28,Sidewalk Condition,Dumpster - Construction Waste,Queens,40.71490453577045,-73.77444148604884,Closed,2026-04-30T09:49:33.000,1.87,4,1.24,2.26,0.79,1.24,6.61,High
68824927,2026-04-29 13:43:18,Street Condition,Dumpster - Construction Waste,Brooklyn,40.68659134152694,-73.93424595982513,Closed,2026-04-30T12:35:52.000,3.39,4,1.2,2.05,0.34,0.98,7.44,High
68833738,2026-04-29 13:42:37,Street Condition,Pothole,Queens,40.74184813285739,-73.78208016645257,Closed,2026-04-29T18:54:00.000,2.61,4,1.13,1.16,0.69,0.65,5.45,Medium
68826357,2026-04-29 13:39:13,Street Condition,Defective Hardware,Queens,40.72753281717902,-73.87777731570236,Closed,2026-05-01T11:20:16.000,2.96,4,1.12,2.0,0.9,1.14,7.36,High
68828391,2026-04-29 13:35:25,Street Condition,Pothole,Bronx,40.88569315009606,-73.86163891179699,Closed,2026-04-29T13:35:25.000,3.27,4,1.19,1.4,0.45,1.45,7.19,High
68824345,2026-04-29 13:35:00,Street Light Condition,Street Light Out,Staten Island,40.59775388339612,-74.08969196556974,Open,,1.0,4,1.28,0.9,1.92,0.74,4.84,Medium
68828415,2026-04-29 13:33:20,Street Condition,Pothole,Brooklyn,40.59275234651692,-73.95015246435702,Closed,2026-04-29T13:33:20.000,2.98,4,1.21,2.25,0.18,1.29,7.33,High
68832890,2026-04-29 13:32:41,Street Condition,Pothole,Brooklyn,40.59275234651692,-73.95015246435702,Open,,3.38,4,1.17,0.57,0.41,1.29,6.22,Medium
68832474,2026-04-29 13:31:00,Street Light Condition,Street Light Out,Queens,40.68768849567178,-73.7925589298972,Open,,1.0,4,1.28,1.87,0.92,1.59,5.66,Medium
68825001,2026-04-29 13:29:15,Sidewalk Condition,Sidewalk Violation,Brooklyn,40.70437035918125,-73.95349175030842,In Progress,,1.7,4,1.18,1.44,0.19,1.03,4.67,Medium
68827688,2026-04-29 13:28:00,Sidewalk Condition,Sidewalk Violation,Manhattan,40.74441780687695,-73.97614906747401,In Progress,,1.64,4,1.2,1.64,0.04,0.88,4.53,Medium
68831081,2026-04-29 13:25:00,Street Light Condition,Lamppost Missing,Brooklyn,40.72726018768649,-73.92906453394744,Assigned,,1.36,4,1.12,2.78,0.25,0.92,5.47,Medium
68829043,2026-04-29 13:23:01,Sidewalk Condition,Defective Hardware,Manhattan,40.71096153115922,-74.00620051050383,Closed,2026-05-01T09:13:57.000,1.81,4,1.25,1.73,0.04,1.05,5.08,Medium
68833068,2026-04-29 13:20:42,Sidewalk Condition,Blocked - Construction,Brooklyn,40.68236954701045,-73.90949836532388,Closed,2026-04-30T12:25:33.000,2.0,4,1.24,2.28,0.4,1.1,6.26,Medium
68824340,2026-04-29 13:20:29,Street Condition,Pothole,Brooklyn,40.65152093847471,-73.90945011598753,Closed,2026-04-29T13:20:29.000,2.67,4,1.26,1.94,0.25,1.4,6.95,High
68827484,2026-04-29 13:19:53,Street Condition,Pothole,Brooklyn,40.65337959957984,-73.9065716541137,Open,,2.94,4,1.17,1.99,0.26,0.97,6.66,High
68827700,2026-04-29 13:17:36,Street Condition,Defective Hardware,Queens,40.75784007484808,-73.82444778152255,In Progress,,3.34,4,1.19,1.37,0.87,1.14,7.35,High
68827677,2026-04-29 13:15:44,Sidewalk Condition,Blocked - Construction,Brooklyn,40.68236954701045,-73.90949836532388,Closed,2026-04-30T12:25:29.000,2.0,4,1.13,1.65,0.35,1.03,5.29,Medium
68833117,2026-04-29 13:05:30,Street Condition,Plate Condition - Noisy,Queens,40.77364740448328,-73.82466606276915,Closed,2026-05-01T11:10:57.000,3.38,4,1.29,2.26,0.96,0.45,8.03,High
68831755,2026-04-29 13:01:10,Sidewalk Condition,Newspaper Box Complaint,Queens,40.75016049991192,-73.88031996706046,In Progress,,1.81,4,1.12,1.97,0.84,1.19,6.03,Medium
68831057,2026-04-29 12:58:02,Street Condition,Pothole,Queens,40.7559699636909,-73.91261080920236,Closed,2026-04-29T19:54:00.000,3.0,4,1.23,1.25,0.93,0.48,6.35,Medium
68824997,2026-04-29 12:57:50,Sidewalk Condition,Sidewalk Collapsed,Manhattan,40.719846250882014,-74.00740264322509,In Progress,,2.29,4,1.24,1.48,0.07,0.85,5.24,Medium
